traveller_id,wt_css_o,wt_css_d,cs_duration,walking_duration,public_duration,bicycling_duration,driving_duration,cs_distance,walking_distance,public_distance,bicycling_distance,driving_distance
t1191,7 mins,11 mins,14 mins,1 hour 3 mins,26 mins,16 mins,13 mins,4.8 km,4.6 km,5.2 km,4.6 km,4.6 km
t1192,4 mins,12 mins,9 mins,38 mins,17 mins,10 mins,9 mins,2.9 km,2.7 km,3.3 km,2.9 km,3.1 km
t1193,1 min,4 mins,7 mins,26 mins,14 mins,7 mins,7 mins,2.4 km,1.9 km,2.3 km,2.0 km,2.6 km
t1194,1 min,4 mins,14 mins,1 hour 19 mins,26 mins,19 mins,15 mins,5.8 km,5.7 km,8.1 km,5.7 km,5.7 km
t1195,7 mins,3 mins,17 mins,1 hour 21 mins,28 mins,22 mins,16 mins,6.3 km,5.9 km,6.1 km,6.4 km,6.1 km
t1196,7 mins,6 mins,9 mins,43 mins,26 mins,10 mins,11 mins,3.0 km,3.1 km,4.8 km,3.1 km,4.4 km
t1197,7 mins,6 mins,9 mins,30 mins,16 mins,7 mins,11 mins,2.8 km,2.2 km,3.1 km,2.2 km,3.6 km
t1198,7 mins,2 mins,15 mins,1 hour 13 mins,32 mins,21 mins,16 mins,5.0 km,5.2 km,9.2 km,5.7 km,5.6 km
t1199,7 mins,6 mins,11 mins,49 mins,20 mins,13 mins,10 mins,3.8 km,3.6 km,3.8 km,3.6 km,3.6 km
t1200,7 mins,5 mins,8 mins,44 mins,19 mins,12 mins,10 mins,2.7 km,3.1 km,3.8 km,3.6 km,3.7 km
t1201,7 mins,5 mins,7 mins,29 mins,13 mins,8 mins,7 mins,2.4 km,2.1 km,2.3 km,2.1 km,2.1 km
t1202,6 mins,4 mins,15 mins,1 hour 5 mins,21 mins,17 mins,14 mins,5.6 km,4.6 km,4.8 km,5.0 km,5.0 km
t1203,7 mins,10 mins,8 mins,22 mins,15 mins,5 mins,11 mins,2.5 km,1.6 km,1.7 km,1.6 km,3.7 km
t1204,4 mins,6 mins,9 mins,29 mins,13 mins,8 mins,9 mins,2.7 km,2.1 km,2.2 km,2.3 km,2.4 km
t1205,5 mins,4 mins,8 mins,25 mins,16 mins,8 mins,9 mins,2.3 km,1.8 km,2.1 km,2.2 km,2.3 km
t1206,7 mins,6 mins,13 mins,52 mins,25 mins,15 mins,13 mins,4.7 km,3.8 km,5.6 km,4.4 km,4.6 km
t1207,11 mins,10 mins,13 mins,1 hour 0 mins,31 mins,15 mins,12 mins,4.6 km,4.4 km,5.5 km,4.5 km,4.8 km
t1208,7 mins,1 min,19 mins,1 hour 9 mins,25 mins,18 mins,21 mins,6.9 km,4.9 km,5.7 km,5.0 km,6.6 km
t1209,4 mins,3 mins,15 mins,1 hour 10 mins,25 mins,19 mins,16 mins,5.2 km,5.0 km,7.3 km,6.0 km,5.0 km
t1210,4 mins,6 mins,13 mins,51 mins,28 mins,13 mins,11 mins,4.3 km,3.7 km,5.0 km,3.8 km,3.8 km
t1211,6 mins,3 mins,15 mins,1 hour 0 mins,28 mins,16 mins,17 mins,4.7 km,4.3 km,6.3 km,4.8 km,5.2 km
t1212,11 mins,2 mins,18 mins,1 hour 37 mins,26 mins,26 mins,20 mins,7.1 km,7.1 km,7.3 km,7.8 km,7.9 km
t1213,4 mins,2 mins,17 mins,1 hour 24 mins,35 mins,21 mins,19 mins,6.5 km,6.2 km,7.5 km,6.4 km,7.0 km
t1214,7 mins,4 mins,10 mins,29 mins,13 mins,7 mins,11 mins,2.7 km,2.1 km,2.2 km,2.1 km,3.7 km
t1215,5 mins,4 mins,13 mins,38 mins,21 mins,12 mins,18 mins,4.0 km,2.7 km,3.2 km,3.3 km,6.2 km
t1216,5 mins,5 mins,12 mins,42 mins,22 mins,11 mins,12 mins,3.6 km,3.0 km,5.3 km,3.5 km,3.6 km
t1217,4 mins,7 mins,9 mins,27 mins,22 mins,7 mins,7 mins,2.2 km,2.0 km,3.0 km,2.2 km,2.2 km
t1218,4 mins,5 mins,11 mins,46 mins,22 mins,12 mins,10 mins,3.9 km,3.3 km,3.7 km,3.3 km,3.4 km
t1219,5 mins,4 mins,17 mins,1 hour 18 mins,32 mins,20 mins,17 mins,5.9 km,5.6 km,7.7 km,6.1 km,6.0 km
t1220,4 mins,14 mins,14 mins,39 mins,20 mins,10 mins,11 mins,4.5 km,2.8 km,3.1 km,2.9 km,3.4 km
t1221,11 mins,3 mins,20 mins,1 hour 14 mins,30 mins,20 mins,18 mins,6.4 km,5.4 km,5.7 km,5.5 km,6.0 km
t1222,4 mins,3 mins,14 mins,56 mins,31 mins,14 mins,15 mins,4.9 km,4.0 km,6.0 km,4.3 km,5.7 km
t1223,4 mins,7 mins,13 mins,35 mins,16 mins,10 mins,12 mins,4.1 km,2.5 km,4.3 km,2.6 km,3.9 km
t1224,11 mins,6 mins,16 mins,1 hour 17 mins,25 mins,21 mins,17 mins,5.3 km,5.6 km,8.6 km,6.0 km,6.3 km
t1225,6 mins,4 mins,11 mins,45 mins,33 mins,11 mins,9 mins,3.8 km,3.2 km,5.8 km,3.3 km,3.4 km
t1226,4 mins,6 mins,23 mins,1 hour 46 mins,40 mins,27 mins,22 mins,8.8 km,7.6 km,9.1 km,8.0 km,8.0 km
t1227,4 mins,6 mins,15 mins,1 hour 10 mins,22 mins,18 mins,15 mins,5.6 km,5.0 km,5.3 km,5.1 km,5.4 km
t1228,1 min,4 mins,15 mins,1 hour 1 min,26 mins,16 mins,15 mins,5.0 km,4.5 km,7.8 km,4.5 km,4.9 km
t1229,1 min,4 mins,12 mins,54 mins,25 mins,14 mins,14 mins,3.7 km,3.9 km,7.4 km,3.9 km,4.3 km
t1230,4 mins,1 min,17 mins,1 hour 22 mins,27 mins,23 mins,18 mins,6.5 km,6.0 km,8.9 km,6.5 km,6.9 km
t1231,1 min,3 mins,20 mins,1 hour 39 mins,29 mins,28 mins,20 mins,8.5 km,7.2 km,9.8 km,8.1 km,8.2 km
t1232,1 min,8 mins,7 mins,13 mins,7 mins,3 mins,3 mins,2.3 km,0.9 km,1.2 km,0.9 km,0.9 km
t1233,5 mins,8 mins,16 mins,1 hour 3 mins,29 mins,17 mins,16 mins,5.1 km,4.6 km,5.7 km,5.4 km,5.1 km
t1234,4 mins,10 mins,8 mins,38 mins,12 mins,11 mins,10 mins,2.7 km,2.7 km,3.8 km,2.9 km,3.0 km
t1235,4 mins,4 mins,13 mins,1 hour 8 mins,29 mins,19 mins,17 mins,4.3 km,4.9 km,7.2 km,4.9 km,5.3 km
t1236,1 min,1 min,20 mins,1 hour 30 mins,40 mins,24 mins,20 mins,6.8 km,6.5 km,8.7 km,6.8 km,6.8 km
t1237,5 mins,7 mins,16 mins,58 mins,29 mins,18 mins,16 mins,5.3 km,4.2 km,8.4 km,4.8 km,6.0 km
t1238,1 min,5 mins,4 mins,15 mins,9 mins,4 mins,5 mins,1.1 km,1.1 km,1.6 km,1.3 km,1.4 km
t1239,5 mins,6 mins,10 mins,49 mins,24 mins,15 mins,14 mins,3.4 km,3.6 km,7.1 km,3.8 km,4.3 km
t1240,4 mins,6 mins,10 mins,44 mins,22 mins,13 mins,11 mins,3.8 km,3.2 km,7.2 km,3.6 km,3.5 km
t1241,4 mins,5 mins,8 mins,30 mins,13 mins,10 mins,8 mins,3.0 km,2.1 km,2.8 km,2.9 km,2.9 km
t1242,4 mins,8 mins,1 min,9 mins,9 mins,2 mins,2 mins,0.1 km,0.6 km,0.6 km,0.5 km,0.5 km
t1243,5 mins,9 mins,12 mins,49 mins,27 mins,14 mins,12 mins,4.1 km,3.6 km,6.5 km,3.9 km,4.4 km
t1244,3 mins,4 mins,16 mins,1 hour 13 mins,24 mins,21 mins,15 mins,7.0 km,5.3 km,6.5 km,6.5 km,6.7 km
t1245,5 mins,14 mins,12 mins,36 mins,19 mins,9 mins,10 mins,3.1 km,2.6 km,2.7 km,2.7 km,3.3 km
t1246,3 mins,7 mins,15 mins,1 hour 11 mins,28 mins,20 mins,17 mins,5.0 km,5.1 km,5.7 km,5.8 km,5.6 km
t1247,5 mins,4 mins,17 mins,1 hour 30 mins,28 mins,24 mins,17 mins,6.8 km,6.5 km,7.7 km,7.0 km,7.0 km
t1248,5 mins,2 mins,11 mins,33 mins,16 mins,8 mins,9 mins,3.5 km,2.4 km,2.5 km,2.5 km,3.2 km
t1249,5 mins,5 mins,10 mins,35 mins,14 mins,11 mins,9 mins,2.9 km,2.5 km,3.1 km,3.4 km,3.0 km
t1250,3 mins,9 mins,13 mins,47 mins,29 mins,13 mins,12 mins,4.0 km,3.3 km,4.1 km,3.8 km,3.6 km
t1251,3 mins,8 mins,11 mins,32 mins,16 mins,8 mins,10 mins,5.1 km,2.3 km,2.6 km,2.4 km,3.0 km
t1252,5 mins,8 mins,11 mins,27 mins,18 mins,7 mins,7 mins,3.1 km,1.9 km,2.6 km,2.0 km,2.1 km
t1253,5 mins,6 mins,2 mins,4 mins,4 mins,1 min,1 min,0.4 km,0.3 km,0.3 km,0.3 km,0.2 km
t1254,5 mins,11 mins,4 mins,17 mins,13 mins,4 mins,5 mins,0.8 km,1.3 km,1.7 km,1.3 km,1.3 km
t1255,3 mins,4 mins,16 mins,1 hour 2 mins,27 mins,17 mins,15 mins,5.4 km,4.5 km,5.6 km,5.0 km,5.1 km
t1256,5 mins,3 mins,10 mins,35 mins,18 mins,9 mins,10 mins,3.9 km,2.5 km,2.8 km,2.7 km,3.2 km
t1257,3 mins,5 mins,13 mins,47 mins,24 mins,12 mins,12 mins,4.3 km,3.4 km,4.8 km,3.9 km,3.9 km
t1258,6 mins,4 mins,10 mins,31 mins,15 mins,9 mins,9 mins,3.3 km,2.3 km,4.0 km,2.8 km,3.5 km
t1259,6 mins,3 mins,8 mins,26 mins,14 mins,6 mins,8 mins,2.5 km,1.8 km,2.0 km,1.9 km,2.8 km
t1260,2 mins,7 mins,14 mins,55 mins,25 mins,15 mins,13 mins,4.3 km,4.0 km,4.5 km,4.4 km,5.5 km
t1261,3 mins,6 mins,5 mins,20 mins,13 mins,5 mins,4 mins,1.7 km,1.4 km,1.7 km,1.4 km,1.4 km
t1262,2 mins,8 mins,12 mins,26 mins,14 mins,6 mins,8 mins,3.8 km,1.9 km,2.2 km,2.1 km,2.6 km
t1263,6 mins,11 mins,13 mins,40 mins,18 mins,12 mins,11 mins,3.9 km,2.9 km,3.3 km,3.3 km,3.5 km
t1264,2 mins,2 mins,14 mins,50 mins,25 mins,13 mins,13 mins,4.4 km,3.6 km,4.2 km,3.7 km,4.2 km
t1265,2 mins,4 mins,15 mins,56 mins,26 mins,16 mins,12 mins,5.0 km,4.0 km,5.4 km,4.4 km,4.4 km
t1266,3 mins,4 mins,17 mins,1 hour 7 mins,20 mins,17 mins,14 mins,6.2 km,4.7 km,4.9 km,4.8 km,6.5 km
t1267,2 mins,13 mins,20 mins,1 hour 53 mins,31 mins,28 mins,22 mins,8.5 km,8.3 km,8.8 km,8.3 km,9.1 km
t1268,4 mins,3 mins,18 mins,1 hour 21 mins,26 mins,21 mins,18 mins,6.2 km,5.8 km,6.3 km,6.1 km,6.2 km
t1269,6 mins,7 mins,13 mins,35 mins,18 mins,9 mins,9 mins,4.0 km,2.5 km,2.6 km,2.6 km,3.2 km
t1270,2 mins,7 mins,12 mins,34 mins,19 mins,10 mins,9 mins,3.7 km,2.4 km,3.4 km,2.7 km,2.8 km
t1271,3 mins,8 mins,17 mins,49 mins,22 mins,12 mins,17 mins,5.2 km,3.6 km,5.0 km,3.6 km,5.9 km
t1272,6 mins,7 mins,14 mins,46 mins,27 mins,12 mins,9 mins,4.8 km,3.3 km,4.6 km,3.4 km,3.6 km
t1273,2 mins,6 mins,11 mins,34 mins,17 mins,10 mins,9 mins,3.2 km,2.5 km,3.3 km,2.8 km,3.0 km
t1274,2 mins,7 mins,12 mins,29 mins,20 mins,8 mins,10 mins,3.4 km,2.1 km,2.8 km,2.4 km,2.6 km
t1275,2 mins,4 mins,3 mins,3 mins,3 mins,1 min,1 min,0.6 km,0.2 km,0.2 km,0.2 km,0.2 km
t1276,6 mins,6 mins,17 mins,1 hour 25 mins,22 mins,24 mins,16 mins,6.7 km,6.3 km,6.3 km,6.8 km,7.0 km
t1277,6 mins,2 mins,9 mins,31 mins,14 mins,7 mins,10 mins,3.1 km,2.2 km,2.2 km,2.2 km,3.4 km
t1278,3 mins,5 mins,17 mins,1 hour 2 mins,29 mins,17 mins,14 mins,5.6 km,4.5 km,6.8 km,4.9 km,5.1 km
t1279,2 mins,3 mins,17 mins,1 hour 0 mins,28 mins,16 mins,17 mins,5.7 km,4.3 km,6.3 km,4.8 km,5.2 km
t1280,6 mins,3 mins,9 mins,31 mins,21 mins,9 mins,7 mins,2.5 km,2.2 km,3.1 km,2.3 km,2.2 km
t1281,6 mins,6 mins,12 mins,50 mins,28 mins,14 mins,12 mins,3.6 km,3.6 km,4.6 km,3.6 km,5.1 km
t1282,4 mins,1 min,20 mins,1 hour 30 mins,34 mins,23 mins,20 mins,8.4 km,6.5 km,10.0 km,6.8 km,7.1 km
t1283,4 mins,7 mins,12 mins,44 mins,20 mins,11 mins,11 mins,4.0 km,3.2 km,7.8 km,3.3 km,3.7 km
t1284,4 mins,3 mins,16 mins,1 hour 14 mins,26 mins,19 mins,15 mins,5.3 km,5.3 km,5.4 km,5.3 km,5.3 km
t1285,4 mins,5 mins,16 mins,1 hour 3 mins,29 mins,17 mins,14 mins,6.0 km,4.6 km,6.1 km,5.0 km,5.2 km
t1286,4 mins,7 mins,15 mins,48 mins,21 mins,14 mins,13 mins,4.8 km,3.4 km,6.2 km,3.9 km,4.2 km
t1287,4 mins,6 mins,17 mins,1 hour 17 mins,21 mins,21 mins,17 mins,6.2 km,5.5 km,5.5 km,5.9 km,6.3 km
t1288,4 mins,2 mins,11 mins,54 mins,19 mins,17 mins,10 mins,4.3 km,3.9 km,4.5 km,5.0 km,4.0 km
t1289,4 mins,4 mins,6 mins,19 mins,11 mins,5 mins,8 mins,1.5 km,1.4 km,1.6 km,1.4 km,2.3 km
t1290,4 mins,6 mins,6 mins,28 mins,11 mins,7 mins,7 mins,1.9 km,2.1 km,2.6 km,2.0 km,2.1 km
t1291,4 mins,4 mins,9 mins,27 mins,9 mins,7 mins,7 mins,2.5 km,2.0 km,2.4 km,1.9 km,1.9 km
t1292,4 mins,2 mins,16 mins,54 mins,21 mins,15 mins,15 mins,5.5 km,4.0 km,7.4 km,4.2 km,5.1 km
t1293,4 mins,7 mins,13 mins,1 hour 13 mins,24 mins,19 mins,13 mins,5.9 km,5.2 km,6.9 km,5.6 km,5.2 km
t1294,4 mins,8 mins,16 mins,1 hour 5 mins,29 mins,17 mins,15 mins,5.3 km,4.7 km,5.1 km,4.9 km,4.8 km
t1295,4 mins,4 mins,9 mins,39 mins,19 mins,11 mins,10 mins,2.9 km,2.8 km,5.0 km,2.9 km,3.2 km
t1296,4 mins,1 min,13 mins,1 hour 6 mins,17 mins,16 mins,11 mins,5.4 km,4.8 km,5.7 km,4.9 km,5.1 km
t1297,4 mins,12 mins,22 mins,2 hours 10 mins,33 mins,33 mins,25 mins,9.7 km,9.5 km,10.1 km,9.9 km,10.9 km
t1298,9 mins,1 min,24 mins,2 hours 2 mins,44 mins,34 mins,26 mins,10.2 km,8.8 km,10.3 km,9.7 km,10.7 km
t1299,6 mins,5 mins,9 mins,56 mins,26 mins,13 mins,10 mins,4.7 km,4.1 km,5.9 km,4.0 km,4.1 km
t1300,2 mins,5 mins,15 mins,1 hour 2 mins,25 mins,16 mins,13 mins,5.0 km,4.5 km,4.9 km,4.5 km,4.6 km
t1301,9 mins,6 mins,9 mins,30 mins,13 mins,9 mins,9 mins,2.8 km,2.2 km,3.2 km,2.5 km,2.4 km
t1302,6 mins,4 mins,6 mins,16 mins,16 mins,4 mins,4 mins,1.9 km,1.2 km,1.2 km,1.2 km,1.2 km
t1303,9 mins,9 mins,16 mins,1 hour 4 mins,20 mins,19 mins,14 mins,5.0 km,4.6 km,4.7 km,5.6 km,5.6 km
t1304,2 mins,5 mins,15 mins,1 hour 11 mins,29 mins,18 mins,15 mins,6.0 km,5.2 km,9.1 km,5.4 km,5.8 km
t1305,7 mins,6 mins,8 mins,44 mins,21 mins,11 mins,11 mins,3.0 km,3.2 km,3.4 km,3.2 km,3.8 km
t1306,2 mins,5 mins,8 mins,46 mins,15 mins,12 mins,9 mins,3.0 km,3.3 km,5.8 km,3.4 km,3.4 km
t1307,9 mins,6 mins,14 mins,56 mins,18 mins,15 mins,12 mins,4.4 km,4.0 km,5.8 km,4.1 km,4.3 km
t1308,2 mins,5 mins,21 mins,2 hours 0 mins,37 mins,32 mins,22 mins,9.3 km,8.6 km,13.4 km,9.3 km,9.5 km
t1309,2 mins,8 mins,14 mins,59 mins,21 mins,17 mins,13 mins,4.7 km,4.2 km,7.8 km,4.7 km,4.8 km
t1310,2 mins,3 mins,6 mins,18 mins,13 mins,7 mins,5 mins,2.2 km,1.3 km,1.9 km,2.1 km,2.1 km
t1311,2 mins,4 mins,8 mins,32 mins,13 mins,9 mins,8 mins,3.0 km,2.3 km,3.9 km,2.8 km,2.7 km
t1312,7 mins,6 mins,13 mins,55 mins,24 mins,13 mins,13 mins,4.8 km,4.0 km,8.0 km,4.2 km,4.9 km
t1313,9 mins,7 mins,10 mins,59 mins,28 mins,16 mins,12 mins,3.7 km,4.3 km,5.3 km,5.0 km,4.5 km
t1314,9 mins,4 mins,22 mins,1 hour 56 mins,39 mins,31 mins,24 mins,8.3 km,8.4 km,11.6 km,9.2 km,9.5 km
t1315,9 mins,7 mins,18 mins,1 hour 15 mins,24 mins,20 mins,18 mins,5.9 km,5.5 km,7.4 km,5.7 km,6.2 km
t1316,9 mins,4 mins,19 mins,1 hour 18 mins,19 mins,21 mins,20 mins,6.8 km,5.7 km,6.3 km,6.0 km,8.4 km
t1317,2 mins,7 mins,16 mins,1 hour 3 mins,23 mins,18 mins,17 mins,5.4 km,4.5 km,8.0 km,5.1 km,6.2 km
t1318,2 mins,7 mins,1 min,10 mins,9 mins,3 mins,2 mins,0.3 km,0.8 km,1.3 km,0.8 km,0.8 km
t1319,3 mins,5 mins,12 mins,1 hour 11 mins,28 mins,20 mins,15 mins,5.2 km,5.2 km,6.7 km,6.4 km,6.7 km
t1320,12 mins,7 mins,18 mins,1 hour 42 mins,32 mins,30 mins,17 mins,7.6 km,7.4 km,10.4 km,8.3 km,8.1 km
t1321,12 mins,2 mins,12 mins,1 hour 4 mins,29 mins,19 mins,11 mins,5.0 km,4.6 km,9.3 km,5.5 km,4.8 km
t1322,10 mins,2 mins,11 mins,1 hour 6 mins,19 mins,19 mins,14 mins,4.9 km,4.8 km,4.9 km,5.9 km,7.2 km
t1323,12 mins,13 mins,15 mins,1 hour 33 mins,24 mins,26 mins,19 mins,6.4 km,6.7 km,7.1 km,8.1 km,9.9 km
t1324,10 mins,5 mins,28 mins,2 hours 47 mins,36 mins,43 mins,29 mins,34.1 km,12.0 km,14.9 km,13.3 km,34.1 km
t1325,10 mins,1 min,17 mins,1 hour 38 mins,29 mins,30 mins,17 mins,7.3 km,7.1 km,10.2 km,8.4 km,8.0 km
t1326,12 mins,4 mins,10 mins,1 hour 8 mins,21 mins,19 mins,10 mins,4.9 km,5.0 km,5.1 km,5.8 km,4.9 km
t1327,5 mins,10 mins,22 mins,1 hour 36 mins,26 mins,24 mins,19 mins,8.5 km,6.9 km,9.3 km,7.6 km,7.6 km
t1328,10 mins,8 mins,10 mins,54 mins,23 mins,17 mins,16 mins,4.2 km,4.0 km,4.6 km,5.0 km,5.6 km
t1329,5 mins,4 mins,19 mins,1 hour 53 mins,25 mins,31 mins,21 mins,8.7 km,8.2 km,11.1 km,9.4 km,9.3 km
t1330,12 mins,5 mins,25 mins,2 hours 13 mins,32 mins,36 mins,30 mins,10.0 km,9.6 km,9.8 km,10.8 km,13.4 km
t1331,12 mins,4 mins,23 mins,2 hours 11 mins,34 mins,34 mins,23 mins,9.7 km,9.5 km,10.2 km,10.4 km,10.0 km
t1332,12 mins,9 mins,17 mins,1 hour 50 mins,30 mins,32 mins,21 mins,7.7 km,8.0 km,11.9 km,9.3 km,8.9 km
t1333,12 mins,2 mins,27 mins,2 hours 24 mins,29 mins,37 mins,30 mins,11.4 km,10.4 km,11.2 km,11.9 km,14.0 km
t1334,10 mins,4 mins,14 mins,1 hour 3 mins,19 mins,20 mins,18 mins,5.3 km,4.6 km,6.4 km,6.0 km,6.0 km
t1335,5 mins,3 mins,15 mins,1 hour 30 mins,37 mins,24 mins,16 mins,7.5 km,6.6 km,8.8 km,6.8 km,7.8 km
t1336,12 mins,8 mins,24 mins,2 hours 18 mins,34 mins,35 mins,24 mins,11.1 km,10.0 km,13.5 km,10.9 km,10.2 km
t1337,12 mins,3 mins,19 mins,2 hours 41 mins,38 mins,45 mins,20 mins,21.3 km,11.7 km,13.8 km,13.2 km,21.0 km
t1338,4 mins,4 mins,20 mins,1 hour 49 mins,35 mins,30 mins,20 mins,8.6 km,7.9 km,12.3 km,8.6 km,8.7 km
t1339,3 mins,5 mins,14 mins,1 hour 23 mins,28 mins,24 mins,18 mins,6.2 km,6.1 km,8.0 km,7.2 km,9.6 km
t1340,12 mins,5 mins,27 mins,2 hours 17 mins,32 mins,36 mins,28 mins,11.2 km,9.9 km,12.4 km,11.4 km,13.3 km
t1341,12 mins,5 mins,6 mins,38 mins,15 mins,12 mins,10 mins,2.8 km,2.7 km,3.3 km,3.6 km,4.2 km
t1342,10 mins,3 mins,20 mins,2 hours 35 mins,32 mins,44 mins,21 mins,21.7 km,11.3 km,13.4 km,13.1 km,21.5 km
t1343,3 mins,4 mins,22 mins,1 hour 50 mins,35 mins,30 mins,24 mins,8.5 km,8.0 km,9.2 km,9.2 km,9.2 km
t1344,5 mins,8 mins,24 mins,2 hours 0 mins,42 mins,29 mins,23 mins,9.7 km,8.7 km,11.6 km,9.1 km,9.5 km
t1345,12 mins,4 mins,17 mins,1 hour 21 mins,23 mins,22 mins,17 mins,7.0 km,5.9 km,8.3 km,6.7 km,7.7 km
t1346,10 mins,4 mins,20 mins,1 hour 54 mins,26 mins,33 mins,22 mins,8.5 km,8.3 km,10.7 km,9.9 km,9.6 km
t1347,10 mins,8 mins,25 mins,2 hours 20 mins,32 mins,40 mins,26 mins,10.8 km,10.2 km,13.0 km,11.7 km,11.7 km
t1348,4 mins,4 mins,26 mins,2 hours 16 mins,30 mins,32 mins,24 mins,11.0 km,9.8 km,10.8 km,10.2 km,10.6 km
t1349,4 mins,4 mins,25 mins,2 hours 12 mins,37 mins,34 mins,25 mins,10.1 km,9.6 km,11.8 km,10.3 km,10.0 km
t1350,12 mins,6 mins,17 mins,1 hour 32 mins,23 mins,25 mins,21 mins,7.0 km,6.7 km,8.3 km,7.6 km,7.5 km
t1351,4 mins,2 mins,23 mins,1 hour 58 mins,36 mins,29 mins,22 mins,9.4 km,8.5 km,11.2 km,9.1 km,9.1 km
t1352,14 mins,7 mins,22 mins,2 hours 18 mins,39 mins,39 mins,22 mins,9.8 km,10.0 km,14.0 km,11.3 km,20.4 km
t1353,4 mins,7 mins,24 mins,1 hour 55 mins,33 mins,27 mins,20 mins,9.5 km,8.3 km,11.0 km,8.6 km,8.6 km
t1354,7 mins,5 mins,20 mins,1 hour 51 mins,36 mins,30 mins,19 mins,9.3 km,8.1 km,12.9 km,9.1 km,9.2 km
t1355,9 mins,8 mins,28 mins,2 hours 19 mins,34 mins,35 mins,25 mins,12.0 km,10.1 km,13.6 km,10.8 km,10.6 km
t1356,9 mins,7 mins,29 mins,2 hours 19 mins,37 mins,35 mins,26 mins,11.3 km,10.1 km,13.7 km,10.8 km,10.8 km
t1357,7 mins,3 mins,23 mins,2 hours 10 mins,27 mins,35 mins,23 mins,10.6 km,9.4 km,12.2 km,10.3 km,11.0 km
t1358,9 mins,5 mins,27 mins,2 hours 13 mins,31 mins,34 mins,25 mins,10.4 km,9.6 km,9.8 km,10.4 km,10.3 km
t1359,9 mins,1 min,29 mins,2 hours 20 mins,38 mins,37 mins,24 mins,11.0 km,10.1 km,11.9 km,11.1 km,23.6 km
t1360,9 mins,6 mins,23 mins,1 hour 52 mins,27 mins,32 mins,18 mins,10.3 km,8.1 km,10.8 km,9.1 km,9.1 km
t1361,9 mins,7 mins,15 mins,1 hour 6 mins,17 mins,18 mins,11 mins,6.6 km,4.8 km,4.8 km,5.8 km,5.6 km
t1362,9 mins,6 mins,27 mins,2 hours 7 mins,30 mins,35 mins,22 mins,10.8 km,9.2 km,12.0 km,10.4 km,10.1 km
t1363,7 mins,7 mins,29 mins,2 hours 32 mins,38 mins,37 mins,30 mins,10.8 km,11.0 km,12.3 km,11.4 km,11.7 km
t1364,9 mins,2 mins,30 mins,2 hours 25 mins,34 mins,36 mins,27 mins,12.0 km,10.5 km,11.1 km,11.7 km,13.8 km
t1365,9 mins,4 mins,29 mins,2 hours 23 mins,38 mins,37 mins,27 mins,11.6 km,10.4 km,13.8 km,11.1 km,11.3 km
t1366,7 mins,3 mins,25 mins,1 hour 48 mins,19 mins,28 mins,22 mins,9.1 km,7.8 km,7.7 km,8.2 km,8.8 km
t1367,7 mins,9 mins,18 mins,1 hour 19 mins,26 mins,20 mins,14 mins,6.6 km,5.8 km,8.6 km,5.9 km,6.3 km
t1368,7 mins,7 mins,14 mins,46 mins,17 mins,13 mins,15 mins,4.3 km,3.4 km,3.9 km,3.9 km,4.8 km
t1369,3 mins,6 mins,24 mins,1 hour 50 mins,46 mins,28 mins,24 mins,9.3 km,7.9 km,10.3 km,8.4 km,8.1 km
t1370,2 mins,9 mins,13 mins,55 mins,27 mins,14 mins,11 mins,4.3 km,4.0 km,4.1 km,4.0 km,4.0 km
t1371,3 mins,3 mins,8 mins,32 mins,17 mins,9 mins,11 mins,2.6 km,2.3 km,2.8 km,2.5 km,3.0 km
t1372,3 mins,7 mins,12 mins,1 hour 10 mins,27 mins,20 mins,17 mins,4.7 km,5.0 km,7.8 km,5.5 km,6.0 km
t1373,3 mins,14 mins,23 mins,2 hours 6 mins,33 mins,32 mins,26 mins,9.4 km,9.1 km,9.2 km,9.7 km,10.4 km
t1374,5 mins,6 mins,5 mins,20 mins,20 mins,6 mins,6 mins,1.3 km,1.4 km,1.4 km,1.8 km,1.8 km
t1375,2 mins,3 mins,17 mins,1 hour 15 mins,34 mins,19 mins,16 mins,6.1 km,5.5 km,7.5 km,6.0 km,6.1 km
t1376,3 mins,8 mins,5 mins,25 mins,14 mins,8 mins,6 mins,1.8 km,1.8 km,2.6 km,1.9 km,1.9 km
t1377,8 mins,5 mins,16 mins,59 mins,25 mins,14 mins,12 mins,5.7 km,4.3 km,5.8 km,4.6 km,4.7 km
t1378,2 mins,8 mins,16 mins,33 mins,27 mins,13 mins,17 mins,5.0 km,2.9 km,5.6 km,4.2 km,5.3 km
t1379,3 mins,6 mins,7 mins,31 mins,21 mins,9 mins,9 mins,2.3 km,2.2 km,4.0 km,2.6 km,2.7 km
t1380,7 mins,3 mins,13 mins,1 hour 4 mins,18 mins,15 mins,10 mins,4.8 km,4.6 km,4.4 km,4.5 km,4.5 km
t1381,5 mins,6 mins,8 mins,41 mins,18 mins,11 mins,9 mins,3.2 km,3.0 km,4.3 km,3.0 km,3.0 km
t1382,2 mins,6 mins,9 mins,35 mins,21 mins,11 mins,9 mins,3.2 km,2.5 km,4.3 km,2.7 km,2.7 km
t1383,5 mins,5 mins,13 mins,1 hour 11 mins,34 mins,19 mins,15 mins,5.2 km,5.0 km,7.0 km,5.7 km,5.3 km
t1384,8 mins,4 mins,21 mins,1 hour 43 mins,43 mins,26 mins,20 mins,9.1 km,7.4 km,11.8 km,7.7 km,8.4 km
