css_o,css_d,distance,duration
CS60,CS56,2.8 km,8 mins
CS60,CS57,0.6 km,3 mins
CS60,CS58,1.6 km,4 mins
CS60,CS59,0.6 km,3 mins
CS60,CS61,1.7 km,7 mins
CS60,CS62,1.7 km,5 mins
CS60,CS63,8.5 km,20 mins
CS60,CS64,9.4 km,24 mins
CS60,CS65,2.2 km,6 mins
CS60,CS66,1.9 km,6 mins
CS60,CS67,2.7 km,7 mins
CS60,CS68,2.3 km,6 mins
CS60,CS69,3.3 km,9 mins
CS60,CS70,3.2 km,10 mins
CS60,CS71,1.6 km,5 mins
CS60,CS72,2.0 km,6 mins
CS60,CS73,2.4 km,7 mins
CS60,CS74,3.5 km,9 mins
CS60,CS75,3.3 km,10 mins
CS60,CS76,6.5 km,18 mins
CS60,CS77,7.2 km,18 mins
CS60,CS78,7.4 km,19 mins
CS60,CS79,5.6 km,17 mins
CS60,CS80,7.2 km,21 mins
CS60,CS81,5.3 km,16 mins
CS60,CS82,6.2 km,18 mins
CS60,CS83,6.4 km,20 mins
CS60,CS84,6.8 km,19 mins
CS60,CS85,7.0 km,20 mins
CS60,CS86,5.9 km,18 mins
CS60,CS87,8.0 km,23 mins
CS60,CS88,5.8 km,17 mins
CS60,CS89,6.4 km,19 mins
CS60,CS90,4.3 km,13 mins
CS60,CS91,6.0 km,17 mins
CS60,CS92,3.5 km,11 mins
CS60,CS93,3.5 km,11 mins
CS60,CS94,1.7 km,6 mins
CS60,CS95,3.4 km,12 mins
CS60,CS96,4.3 km,14 mins
CS60,CS97,2.5 km,9 mins
CS60,CS98,3.7 km,12 mins
CS60,CS99,2.9 km,10 mins
CS61,CS0,6.2 km,17 mins
CS61,CS1,8.7 km,20 mins
CS61,CS2,7.1 km,18 mins
CS61,CS3,9.6 km,24 mins
CS61,CS4,7.7 km,21 mins
CS61,CS5,5.8 km,15 mins
CS61,CS6,6.3 km,17 mins
CS61,CS7,6.8 km,19 mins
CS61,CS8,7.9 km,20 mins
CS61,CS9,8.3 km,20 mins
CS61,CS10,6.4 km,16 mins
CS61,CS11,2.8 km,9 mins
CS61,CS12,3.1 km,9 mins
CS61,CS13,3.0 km,9 mins
CS61,CS14,4.6 km,11 mins
CS61,CS15,3.8 km,11 mins
CS61,CS16,7.1 km,20 mins
CS61,CS17,5.5 km,16 mins
CS61,CS18,5.5 km,15 mins
CS61,CS19,4.0 km,12 mins
CS61,CS20,4.2 km,12 mins
CS61,CS21,5.0 km,16 mins
CS61,CS22,4.6 km,14 mins
CS61,CS23,3.5 km,11 mins
CS61,CS24,3.5 km,10 mins
CS61,CS25,3.2 km,10 mins
CS61,CS26,4.1 km,13 mins
CS61,CS27,3.3 km,10 mins
CS61,CS28,4.4 km,14 mins
CS61,CS29,1.9 km,6 mins
CS61,CS30,2.6 km,8 mins
CS61,CS31,3.0 km,9 mins
CS61,CS32,2.5 km,9 mins
CS61,CS33,3.9 km,12 mins
CS61,CS34,3.5 km,11 mins
CS61,CS35,3.5 km,11 mins
CS61,CS36,1.6 km,6 mins
CS61,CS37,4.1 km,12 mins
CS61,CS38,1.6 km,6 mins
CS61,CS39,2.9 km,9 mins
CS61,CS40,3.8 km,12 mins
CS61,CS41,5.4 km,13 mins
CS61,CS42,5.9 km,13 mins
CS61,CS43,6.0 km,16 mins
CS61,CS44,6.4 km,17 mins
CS61,CS45,5.2 km,14 mins
CS61,CS46,6.3 km,16 mins
CS61,CS47,5.4 km,15 mins
CS61,CS48,5.3 km,14 mins
CS61,CS49,4.3 km,12 mins
CS61,CS50,4.4 km,12 mins
CS61,CS51,1.4 km,5 mins
CS61,CS52,1.7 km,6 mins
CS61,CS53,2.1 km,7 mins
CS61,CS54,0.8 km,3 mins
CS61,CS55,1.7 km,7 mins
CS61,CS56,0.6 km,2 mins
CS61,CS57,1.5 km,6 mins
CS61,CS58,1.0 km,4 mins
CS61,CS59,2.8 km,9 mins
CS61,CS60,2.1 km,7 mins
CS61,CS62,1.1 km,5 mins
CS61,CS63,9.7 km,22 mins
CS61,CS64,10.6 km,26 mins
CS61,CS65,3.7 km,11 mins
CS61,CS66,3.5 km,11 mins
CS61,CS67,2.7 km,8 mins
CS61,CS68,2.2 km,7 mins
CS61,CS69,4.8 km,14 mins
CS61,CS70,3.7 km,11 mins
CS61,CS71,3.1 km,10 mins
CS61,CS72,3.9 km,11 mins
CS61,CS73,2.4 km,7 mins
CS61,CS74,3.4 km,10 mins
CS61,CS75,3.7 km,11 mins
CS61,CS76,6.0 km,18 mins
CS61,CS77,8.4 km,20 mins
CS61,CS78,6.9 km,19 mins
CS61,CS79,4.4 km,13 mins
CS61,CS80,6.3 km,19 mins
CS61,CS81,4.4 km,13 mins
CS61,CS82,5.3 km,16 mins
CS61,CS83,5.3 km,16 mins
CS61,CS84,5.4 km,16 mins
CS61,CS85,5.5 km,14 mins
CS61,CS86,5.1 km,15 mins
CS61,CS87,7.1 km,20 mins
CS61,CS88,4.3 km,11 mins
CS61,CS89,4.9 km,13 mins
CS61,CS90,2.8 km,8 mins
CS61,CS91,4.5 km,12 mins
CS61,CS92,3.5 km,11 mins
CS61,CS93,4.7 km,13 mins
CS61,CS94,3.0 km,8 mins
CS61,CS95,4.8 km,15 mins
CS61,CS96,4.7 km,15 mins
CS61,CS97,3.7 km,11 mins
CS61,CS98,4.4 km,14 mins
CS61,CS99,4.0 km,13 mins
CS62,CS0,6.8 km,18 mins
CS62,CS1,9.3 km,21 mins
CS62,CS2,7.7 km,19 mins
CS62,CS3,10.2 km,24 mins
CS62,CS4,8.3 km,22 mins
CS62,CS5,6.4 km,16 mins
CS62,CS6,6.9 km,18 mins
CS62,CS7,7.4 km,19 mins
CS62,CS8,8.5 km,20 mins
CS62,CS9,8.9 km,21 mins
CS62,CS10,7.0 km,17 mins
CS62,CS11,1.8 km,5 mins
CS62,CS12,2.1 km,5 mins
CS62,CS13,4.5 km,10 mins
CS62,CS14,4.7 km,13 mins
CS62,CS15,4.5 km,12 mins
CS62,CS16,6.2 km,19 mins
CS62,CS17,5.1 km,15 mins
CS62,CS18,5.0 km,14 mins
CS62,CS19,3.5 km,10 mins
CS62,CS20,4.8 km,13 mins
CS62,CS21,4.5 km,14 mins
CS62,CS22,5.2 km,15 mins
CS62,CS23,3.0 km,8 mins
CS62,CS24,3.0 km,8 mins
CS62,CS25,3.3 km,9 mins
CS62,CS26,5.3 km,15 mins
CS62,CS27,4.2 km,12 mins
CS62,CS28,5.0 km,16 mins
CS62,CS29,2.7 km,8 mins
CS62,CS30,3.2 km,10 mins
CS62,CS31,3.6 km,12 mins
CS62,CS32,3.4 km,11 mins
CS62,CS33,4.6 km,14 mins
CS62,CS34,4.4 km,13 mins
CS62,CS35,4.4 km,13 mins
CS62,CS36,2.8 km,9 mins
CS62,CS37,4.7 km,14 mins
CS62,CS38,2.5 km,8 mins
CS62,CS39,3.6 km,11 mins
CS62,CS40,3.3 km,9 mins
CS62,CS41,4.3 km,9 mins
CS62,CS42,4.7 km,9 mins
CS62,CS43,6.6 km,17 mins
CS62,CS44,7.0 km,18 mins
CS62,CS45,5.8 km,15 mins
CS62,CS46,6.9 km,17 mins
CS62,CS47,6.0 km,15 mins
CS62,CS48,5.9 km,15 mins
CS62,CS49,3.9 km,10 mins
CS62,CS50,4.0 km,10 mins
CS62,CS51,2.2 km,7 mins
CS62,CS52,1.5 km,4 mins
CS62,CS53,2.7 km,9 mins
CS62,CS54,0.3 km,1 min
CS62,CS55,2.4 km,8 mins
CS62,CS56,2.2 km,6 mins
CS62,CS57,1.9 km,6 mins
CS62,CS58,0.1 km,1 min
CS62,CS59,2.3 km,7 mins
CS62,CS60,1.6 km,4 mins
CS62,CS61,1.1 km,4 mins
CS62,CS63,10.3 km,23 mins
CS62,CS64,11.3 km,27 mins
CS62,CS65,3.2 km,8 mins
CS62,CS66,3.0 km,8 mins
CS62,CS67,2.2 km,6 mins
CS62,CS68,1.7 km,4 mins
CS62,CS69,4.3 km,11 mins
CS62,CS70,2.8 km,8 mins
CS62,CS71,2.6 km,7 mins
CS62,CS72,3.4 km,9 mins
CS62,CS73,1.2 km,4 mins
CS62,CS74,2.5 km,7 mins
CS62,CS75,3.2 km,8 mins
CS62,CS76,7.0 km,20 mins
CS62,CS77,9.0 km,21 mins
CS62,CS78,7.8 km,21 mins
CS62,CS79,5.0 km,15 mins
CS62,CS80,6.9 km,21 mins
CS62,CS81,5.3 km,15 mins
CS62,CS82,6.0 km,18 mins
CS62,CS83,5.9 km,18 mins
CS62,CS84,6.8 km,19 mins
CS62,CS85,7.3 km,17 mins
CS62,CS86,5.7 km,17 mins
CS62,CS87,10.4 km,23 mins
CS62,CS88,6.1 km,14 mins
CS62,CS89,6.7 km,16 mins
CS62,CS90,4.7 km,11 mins
CS62,CS91,6.3 km,14 mins
CS62,CS92,4.4 km,14 mins
CS62,CS93,5.3 km,14 mins
CS62,CS94,3.7 km,10 mins
CS62,CS95,5.4 km,16 mins
CS62,CS96,5.6 km,17 mins
CS62,CS97,4.3 km,12 mins
CS62,CS98,5.5 km,15 mins
CS62,CS99,4.7 km,14 mins
CS63,CS0,5.3 km,14 mins
CS63,CS1,2.8 km,6 mins
CS63,CS2,5.7 km,14 mins
CS63,CS3,4.3 km,10 mins
CS63,CS4,5.0 km,12 mins
CS63,CS5,5.6 km,13 mins
CS63,CS6,5.4 km,14 mins
CS63,CS7,5.0 km,12 mins
CS63,CS8,5.9 km,14 mins
CS63,CS9,3.5 km,8 mins
CS63,CS10,4.2 km,10 mins
CS63,CS11,12.0 km,29 mins
CS63,CS12,12.9 km,28 mins
CS63,CS13,22.6 km,22 mins
CS63,CS14,28.3 km,25 mins
CS63,CS15,23.0 km,23 mins
CS63,CS16,6.9 km,18 mins
CS63,CS17,6.1 km,15 mins
CS63,CS18,6.4 km,15 mins
CS63,CS19,8.2 km,21 mins
CS63,CS20,6.2 km,14 mins
CS63,CS21,7.4 km,18 mins
CS63,CS22,6.8 km,17 mins
CS63,CS23,8.5 km,22 mins
CS63,CS24,8.1 km,21 mins
CS63,CS25,7.0 km,17 mins
CS63,CS26,7.3 km,17 mins
CS63,CS27,6.9 km,16 mins
CS63,CS28,10.8 km,25 mins
CS63,CS29,8.5 km,20 mins
CS63,CS30,10.1 km,25 mins
CS63,CS31,7.7 km,18 mins
CS63,CS32,8.4 km,20 mins
CS63,CS33,9.8 km,22 mins
CS63,CS34,7.5 km,17 mins
CS63,CS35,7.6 km,18 mins
CS63,CS36,9.9 km,23 mins
CS63,CS37,9.5 km,21 mins
CS63,CS38,9.0 km,21 mins
CS63,CS39,8.7 km,19 mins
CS63,CS40,9.5 km,24 mins
CS63,CS41,33.6 km,28 mins
CS63,CS42,34.1 km,28 mins
CS63,CS43,4.7 km,9 mins
CS63,CS44,4.3 km,9 mins
CS63,CS45,4.9 km,11 mins
CS63,CS46,4.1 km,8 mins
CS63,CS47,4.9 km,10 mins
CS63,CS48,5.2 km,12 mins
CS63,CS49,11.0 km,26 mins
CS63,CS50,11.4 km,27 mins
CS63,CS51,11.1 km,24 mins
CS63,CS52,10.7 km,25 mins
CS63,CS53,10.9 km,25 mins
CS63,CS54,10.4 km,25 mins
CS63,CS55,8.2 km,20 mins
CS63,CS56,9.1 km,21 mins
CS63,CS57,8.9 km,23 mins
CS63,CS58,10.3 km,25 mins
CS63,CS59,8.2 km,21 mins
CS63,CS60,8.5 km,22 mins
CS63,CS61,9.7 km,23 mins
CS63,CS62,10.4 km,25 mins
CS63,CS64,1.8 km,7 mins
CS63,CS65,9.4 km,23 mins
CS63,CS66,9.9 km,25 mins
CS63,CS67,11.1 km,27 mins
CS63,CS68,11.0 km,26 mins
CS63,CS69,9.7 km,24 mins
CS63,CS70,11.2 km,28 mins
CS63,CS71,8.6 km,21 mins
CS63,CS72,10.0 km,25 mins
CS63,CS73,11.1 km,27 mins
CS63,CS74,11.8 km,29 mins
CS63,CS75,11.2 km,27 mins
CS63,CS76,4.8 km,10 mins
CS63,CS77,3.8 km,8 mins
CS63,CS78,5.7 km,12 mins
CS63,CS79,8.0 km,18 mins
CS63,CS80,7.9 km,17 mins
CS63,CS81,7.7 km,17 mins
CS63,CS82,7.5 km,15 mins
CS63,CS83,7.8 km,18 mins
CS63,CS84,8.6 km,20 mins
CS63,CS85,19.1 km,18 mins
CS63,CS86,7.3 km,17 mins
CS63,CS87,8.9 km,19 mins
CS63,CS88,21.7 km,20 mins
CS63,CS89,22.1 km,21 mins
CS63,CS90,22.4 km,21 mins
CS63,CS91,21.3 km,19 mins
CS63,CS92,6.8 km,15 mins
CS63,CS93,7.0 km,14 mins
CS63,CS94,7.1 km,17 mins
CS63,CS95,7.0 km,17 mins
CS63,CS96,6.1 km,14 mins
CS63,CS97,6.9 km,17 mins
CS63,CS98,6.5 km,15 mins
CS63,CS99,7.2 km,17 mins
CS64,CS0,6.2 km,18 mins
CS64,CS1,3.5 km,10 mins
CS64,CS2,6.6 km,18 mins
CS64,CS3,5.7 km,13 mins
CS64,CS4,5.9 km,15 mins
CS64,CS5,6.5 km,17 mins
CS64,CS6,6.3 km,18 mins
CS64,CS7,5.9 km,16 mins
CS64,CS8,6.8 km,18 mins
CS64,CS9,4.2 km,12 mins
CS64,CS10,5.1 km,14 mins
CS64,CS11,12.9 km,32 mins
CS64,CS12,13.8 km,31 mins
CS64,CS13,23.6 km,25 mins
CS64,CS14,29.2 km,28 mins
CS64,CS15,24.0 km,27 mins
CS64,CS16,7.8 km,22 mins
CS64,CS17,7.0 km,19 mins
CS64,CS18,7.3 km,19 mins
CS64,CS19,9.1 km,25 mins
CS64,CS20,7.1 km,18 mins
CS64,CS21,8.3 km,21 mins
CS64,CS22,7.7 km,21 mins
CS64,CS23,9.4 km,25 mins
CS64,CS24,9.0 km,24 mins
CS64,CS25,8.0 km,20 mins
CS64,CS26,9.2 km,21 mins
CS64,CS27,8.7 km,19 mins
CS64,CS28,12.7 km,28 mins
CS64,CS29,10.3 km,23 mins
CS64,CS30,11.0 km,29 mins
CS64,CS31,9.5 km,21 mins
CS64,CS32,10.2 km,23 mins
CS64,CS33,11.7 km,25 mins
CS64,CS34,9.3 km,20 mins
CS64,CS35,9.5 km,21 mins
CS64,CS36,10.8 km,27 mins
CS64,CS37,11.4 km,24 mins
CS64,CS38,9.9 km,25 mins
CS64,CS39,10.6 km,23 mins
CS64,CS40,10.4 km,27 mins
CS64,CS41,34.6 km,31 mins
CS64,CS42,13.7 km,35 mins
CS64,CS43,6.3 km,14 mins
CS64,CS44,5.9 km,14 mins
CS64,CS45,5.8 km,15 mins
CS64,CS46,5.7 km,13 mins
CS64,CS47,6.6 km,15 mins
CS64,CS48,6.1 km,16 mins
CS64,CS49,12.0 km,30 mins
CS64,CS50,12.3 km,30 mins
CS64,CS51,12.0 km,28 mins
CS64,CS52,11.6 km,29 mins
CS64,CS53,11.8 km,28 mins
CS64,CS54,11.3 km,29 mins
CS64,CS55,9.1 km,24 mins
CS64,CS56,10.0 km,25 mins
CS64,CS57,9.8 km,27 mins
CS64,CS58,11.2 km,28 mins
CS64,CS59,9.1 km,24 mins
CS64,CS60,9.5 km,25 mins
CS64,CS61,10.6 km,27 mins
CS64,CS62,11.3 km,29 mins
CS64,CS63,1.8 km,7 mins
CS64,CS65,10.3 km,27 mins
CS64,CS66,10.8 km,29 mins
CS64,CS67,12.0 km,30 mins
CS64,CS68,11.9 km,30 mins
CS64,CS69,10.6 km,27 mins
CS64,CS70,12.1 km,32 mins
CS64,CS71,9.5 km,24 mins
CS64,CS72,10.9 km,29 mins
CS64,CS73,12.0 km,30 mins
CS64,CS74,12.7 km,32 mins
CS64,CS75,12.1 km,31 mins
CS64,CS76,6.7 km,14 mins
CS64,CS77,5.7 km,11 mins
CS64,CS78,7.6 km,16 mins
CS64,CS79,9.8 km,22 mins
CS64,CS80,9.7 km,20 mins
CS64,CS81,9.5 km,21 mins
CS64,CS82,9.4 km,18 mins
CS64,CS83,9.7 km,21 mins
CS64,CS84,10.4 km,24 mins
CS64,CS85,20.0 km,22 mins
CS64,CS86,9.2 km,20 mins
CS64,CS87,10.7 km,22 mins
CS64,CS88,22.7 km,24 mins
CS64,CS89,23.1 km,25 mins
CS64,CS90,23.4 km,25 mins
CS64,CS91,22.3 km,23 mins
CS64,CS92,8.6 km,19 mins
CS64,CS93,8.9 km,17 mins
CS64,CS94,8.0 km,21 mins
CS64,CS95,8.8 km,20 mins
CS64,CS96,8.0 km,18 mins
CS64,CS97,7.8 km,21 mins
CS64,CS98,8.4 km,18 mins
CS64,CS99,9.1 km,21 mins
CS65,CS0,5.0 km,16 mins
CS65,CS1,8.4 km,21 mins
CS65,CS2,5.7 km,17 mins
CS65,CS3,9.3 km,24 mins
CS65,CS4,6.6 km,20 mins
CS65,CS5,4.4 km,13 mins
CS65,CS6,5.2 km,15 mins
CS65,CS7,5.6 km,17 mins
CS65,CS8,6.6 km,18 mins
CS65,CS9,8.0 km,20 mins
CS65,CS10,6.1 km,16 mins
CS65,CS11,4.9 km,13 mins
CS65,CS12,5.2 km,13 mins
CS65,CS13,7.2 km,16 mins
CS65,CS14,8.8 km,19 mins
CS65,CS15,8.2 km,19 mins
CS65,CS16,5.0 km,16 mins
CS65,CS17,3.8 km,12 mins
CS65,CS18,3.8 km,11 mins
CS65,CS19,2.6 km,8 mins
CS65,CS20,3.8 km,11 mins
CS65,CS21,3.3 km,11 mins
CS65,CS22,4.3 km,14 mins
CS65,CS23,1.8 km,5 mins
CS65,CS24,2.1 km,6 mins
CS65,CS25,2.4 km,7 mins
CS65,CS26,5.4 km,16 mins
CS65,CS27,4.3 km,13 mins
CS65,CS28,7.5 km,21 mins
CS65,CS29,4.7 km,12 mins
CS65,CS30,5.5 km,16 mins
CS65,CS31,4.6 km,13 mins
CS65,CS32,5.3 km,15 mins
CS65,CS33,6.7 km,19 mins
CS65,CS34,5.5 km,16 mins
CS65,CS35,5.0 km,15 mins
CS65,CS36,5.3 km,13 mins
CS65,CS37,6.8 km,19 mins
CS65,CS38,4.4 km,12 mins
CS65,CS39,5.7 km,16 mins
CS65,CS40,0.9 km,3 mins
CS65,CS41,4.8 km,13 mins
CS65,CS42,4.1 km,11 mins
CS65,CS43,5.7 km,16 mins
CS65,CS44,6.1 km,17 mins
CS65,CS45,4.8 km,14 mins
CS65,CS46,6.0 km,16 mins
CS65,CS47,5.1 km,15 mins
CS65,CS48,5.0 km,14 mins
CS65,CS49,2.2 km,7 mins
CS65,CS50,2.3 km,7 mins
CS65,CS51,5.3 km,15 mins
CS65,CS52,4.6 km,13 mins
CS65,CS53,6.3 km,15 mins
CS65,CS54,3.2 km,9 mins
CS65,CS55,2.9 km,10 mins
CS65,CS56,4.4 km,11 mins
CS65,CS57,2.6 km,8 mins
CS65,CS58,3.1 km,8 mins
CS65,CS59,2.4 km,8 mins
CS65,CS60,2.2 km,6 mins
CS65,CS61,3.8 km,11 mins
CS65,CS62,3.2 km,8 mins
CS65,CS63,9.4 km,23 mins
CS65,CS64,10.3 km,26 mins
CS65,CS66,1.3 km,5 mins
CS65,CS67,2.7 km,8 mins
CS65,CS68,3.2 km,9 mins
CS65,CS69,2.2 km,6 mins
CS65,CS70,2.6 km,8 mins
CS65,CS71,1.0 km,3 mins
CS65,CS72,1.3 km,5 mins
CS65,CS73,2.8 km,8 mins
CS65,CS74,2.8 km,9 mins
CS65,CS75,1.6 km,5 mins
CS65,CS76,7.6 km,20 mins
CS65,CS77,8.2 km,20 mins
CS65,CS78,8.4 km,21 mins
CS65,CS79,6.7 km,19 mins
CS65,CS80,8.3 km,24 mins
CS65,CS81,6.4 km,18 mins
CS65,CS82,7.3 km,21 mins
CS65,CS83,7.5 km,22 mins
CS65,CS84,7.9 km,22 mins
CS65,CS85,8.4 km,21 mins
CS65,CS86,7.0 km,21 mins
CS65,CS87,9.1 km,25 mins
CS65,CS88,8.4 km,20 mins
CS65,CS89,9.1 km,21 mins
CS65,CS90,7.0 km,16 mins
CS65,CS91,8.7 km,20 mins
CS65,CS92,4.6 km,13 mins
CS65,CS93,4.5 km,13 mins
CS65,CS94,2.9 km,8 mins
CS65,CS95,4.4 km,15 mins
CS65,CS96,5.4 km,17 mins
CS65,CS97,3.4 km,11 mins
CS65,CS98,4.6 km,15 mins
CS65,CS99,4.0 km,13 mins
CS66,CS0,5.6 km,18 mins
CS66,CS1,9.3 km,22 mins
CS66,CS2,6.3 km,19 mins
CS66,CS3,10.2 km,25 mins
CS66,CS4,7.2 km,22 mins
CS66,CS5,5.0 km,16 mins
CS66,CS6,5.7 km,18 mins
CS66,CS7,6.2 km,20 mins
CS66,CS8,7.1 km,21 mins
CS66,CS9,8.9 km,22 mins
CS66,CS10,7.0 km,18 mins
CS66,CS11,4.7 km,13 mins
CS66,CS12,5.2 km,13 mins
CS66,CS13,7.5 km,19 mins
CS66,CS14,7.6 km,21 mins
CS66,CS15,7.4 km,21 mins
CS66,CS16,5.5 km,19 mins
CS66,CS17,4.4 km,14 mins
CS66,CS18,4.3 km,14 mins
CS66,CS19,3.1 km,11 mins
CS66,CS20,4.4 km,14 mins
CS66,CS21,3.9 km,13 mins
CS66,CS22,5.2 km,16 mins
CS66,CS23,2.4 km,8 mins
CS66,CS24,2.7 km,9 mins
CS66,CS25,3.0 km,10 mins
CS66,CS26,6.0 km,18 mins
CS66,CS27,5.0 km,15 mins
CS66,CS28,7.5 km,23 mins
CS66,CS29,4.6 km,14 mins
CS66,CS30,5.7 km,17 mins
CS66,CS31,5.2 km,15 mins
CS66,CS32,5.3 km,16 mins
CS66,CS33,7.0 km,21 mins
CS66,CS34,6.2 km,18 mins
CS66,CS35,5.7 km,17 mins
CS66,CS36,5.0 km,15 mins
CS66,CS37,7.1 km,21 mins
CS66,CS38,4.3 km,14 mins
CS66,CS39,6.0 km,18 mins
CS66,CS40,0.9 km,5 mins
CS66,CS41,4.1 km,12 mins
CS66,CS42,3.4 km,10 mins
CS66,CS43,6.6 km,18 mins
CS66,CS44,7.0 km,18 mins
CS66,CS45,5.7 km,16 mins
CS66,CS46,6.8 km,18 mins
CS66,CS47,6.0 km,16 mins
CS66,CS48,5.9 km,16 mins
CS66,CS49,1.8 km,7 mins
CS66,CS50,1.9 km,7 mins
CS66,CS51,5.1 km,15 mins
CS66,CS52,4.4 km,13 mins
CS66,CS53,5.4 km,16 mins
CS66,CS54,2.9 km,9 mins
CS66,CS55,2.7 km,9 mins
CS66,CS56,4.1 km,12 mins
CS66,CS57,2.4 km,8 mins
CS66,CS58,2.9 km,8 mins
CS66,CS59,2.2 km,7 mins
CS66,CS60,1.9 km,6 mins
CS66,CS61,3.5 km,11 mins
CS66,CS62,2.9 km,8 mins
CS66,CS63,10.2 km,24 mins
CS66,CS64,11.2 km,28 mins
CS66,CS65,1.4 km,5 mins
CS66,CS67,2.5 km,8 mins
CS66,CS68,2.9 km,8 mins
CS66,CS69,2.8 km,9 mins
CS66,CS70,1.8 km,7 mins
CS66,CS71,1.6 km,6 mins
CS66,CS72,0.3 km,2 mins
CS66,CS73,2.5 km,8 mins
CS66,CS74,2.1 km,8 mins
CS66,CS75,1.2 km,5 mins
CS66,CS76,8.3 km,22 mins
CS66,CS77,8.8 km,23 mins
CS66,CS78,9.0 km,23 mins
CS66,CS79,7.4 km,21 mins
CS66,CS80,8.9 km,25 mins
CS66,CS81,7.1 km,20 mins
CS66,CS82,8.0 km,23 mins
CS66,CS83,8.2 km,24 mins
CS66,CS84,8.6 km,23 mins
CS66,CS85,9.0 km,23 mins
CS66,CS86,7.7 km,22 mins
CS66,CS87,9.7 km,27 mins
CS66,CS88,9.0 km,22 mins
CS66,CS89,9.7 km,24 mins
CS66,CS90,6.2 km,17 mins
CS66,CS91,9.2 km,23 mins
CS66,CS92,5.3 km,15 mins
CS66,CS93,5.1 km,15 mins
CS66,CS94,3.5 km,10 mins
CS66,CS95,5.3 km,17 mins
CS66,CS96,6.1 km,19 mins
CS66,CS97,4.2 km,13 mins
CS66,CS98,5.4 km,16 mins
CS66,CS99,4.7 km,14 mins
CS67,CS0,7.5 km,20 mins
CS67,CS1,10.1 km,23 mins
CS67,CS2,8.4 km,21 mins
CS67,CS3,11.0 km,26 mins
CS67,CS4,9.1 km,23 mins
CS67,CS5,7.1 km,18 mins
CS67,CS6,7.6 km,19 mins
CS67,CS7,8.1 km,21 mins
CS67,CS8,9.3 km,22 mins
CS67,CS9,9.6 km,23 mins
CS67,CS10,7.8 km,19 mins
CS67,CS11,3.2 km,10 mins
CS67,CS12,3.2 km,7 mins
CS67,CS13,6.2 km,14 mins
CS67,CS14,7.2 km,15 mins
CS67,CS15,6.2 km,15 mins
CS67,CS16,6.9 km,21 mins
CS67,CS17,5.8 km,16 mins
CS67,CS18,5.7 km,16 mins
CS67,CS19,4.2 km,12 mins
CS67,CS20,5.6 km,15 mins
CS67,CS21,5.3 km,15 mins
CS67,CS22,5.9 km,17 mins
CS67,CS23,3.7 km,10 mins
CS67,CS24,3.8 km,9 mins
CS67,CS25,4.1 km,11 mins
CS67,CS26,6.1 km,18 mins
CS67,CS27,5.3 km,15 mins
CS67,CS28,6.7 km,20 mins
CS67,CS29,3.9 km,11 mins
CS67,CS30,6.5 km,15 mins
CS67,CS31,4.7 km,15 mins
CS67,CS32,4.5 km,14 mins
CS67,CS33,6.2 km,18 mins
CS67,CS34,5.5 km,16 mins
CS67,CS35,5.5 km,16 mins
CS67,CS36,4.3 km,12 mins
CS67,CS37,6.3 km,18 mins
CS67,CS38,3.6 km,11 mins
CS67,CS39,5.2 km,15 mins
CS67,CS40,2.9 km,9 mins
CS67,CS41,3.0 km,7 mins
CS67,CS42,3.4 km,6 mins
CS67,CS43,7.3 km,19 mins
CS67,CS44,7.7 km,19 mins
CS67,CS45,6.5 km,16 mins
CS67,CS46,7.6 km,19 mins
CS67,CS47,6.7 km,17 mins
CS67,CS48,6.7 km,17 mins
CS67,CS49,3.0 km,9 mins
CS67,CS50,3.1 km,9 mins
CS67,CS51,3.6 km,12 mins
CS67,CS52,2.9 km,9 mins
CS67,CS53,6.1 km,14 mins
CS67,CS54,2.2 km,6 mins
CS67,CS55,3.2 km,10 mins
CS67,CS56,3.3 km,9 mins
CS67,CS57,2.6 km,7 mins
CS67,CS58,1.5 km,5 mins
CS67,CS59,3.0 km,8 mins
CS67,CS60,2.4 km,6 mins
CS67,CS61,2.8 km,8 mins
CS67,CS62,2.2 km,6 mins
CS67,CS63,11.0 km,25 mins
CS67,CS64,12.0 km,29 mins
CS67,CS65,2.8 km,8 mins
CS67,CS66,2.5 km,8 mins
CS67,CS68,1.0 km,4 mins
CS67,CS69,4.0 km,11 mins
CS67,CS70,1.1 km,4 mins
CS67,CS71,3.4 km,9 mins
CS67,CS72,2.6 km,8 mins
CS67,CS73,0.5 km,2 mins
CS67,CS74,0.8 km,4 mins
CS67,CS75,2.4 km,7 mins
CS67,CS76,9.1 km,23 mins
CS67,CS77,9.7 km,23 mins
CS67,CS78,8.9 km,24 mins
CS67,CS79,6.7 km,20 mins
CS67,CS80,8.6 km,25 mins
CS67,CS81,6.4 km,18 mins
CS67,CS82,7.7 km,22 mins
CS67,CS83,7.6 km,23 mins
CS67,CS84,10.4 km,23 mins
CS67,CS85,9.0 km,20 mins
CS67,CS86,7.4 km,22 mins
CS67,CS87,9.8 km,27 mins
CS67,CS88,7.8 km,17 mins
CS67,CS89,8.4 km,19 mins
CS67,CS90,6.3 km,14 mins
CS67,CS91,8.0 km,18 mins
CS67,CS92,6.1 km,16 mins
CS67,CS93,6.0 km,16 mins
CS67,CS94,4.3 km,11 mins
CS67,CS95,6.1 km,18 mins
CS67,CS96,6.9 km,19 mins
CS67,CS97,5.0 km,14 mins
CS67,CS98,6.2 km,17 mins
CS67,CS99,5.4 km,15 mins
